locus_id	primary_name	yome
b1192	ldcA	no
b1193	emtA	no
b1194	ycgR	no
b1195	ymgE	yes
b1196	ycgY	yes
b1197	treA	no
b1198	dhaM	no
b1199	dhaL	no
b1200	dhaK	no
b1201	dhaR	no
b1202	ycgV	yes
b1203	ychF	no
b1204	pth	no
b1205	ychH	yes
b1206	dauA	no
b1207	prs	no
b1208	ispE	no
b1209	lolB	no
b1210	hemA	no
b1211	prfA	no
b1212	prmC	no
b1213	ychQ	yes
b1214	ychA	yes
b1215	kdsA	no
b1216	chaA	no
b1217	chaB	yes
b1218	chaC	no
b1219	ychN	yes
b1220	ychO	yes
b1221	narL	no
b1222	narX	no
b1223	narK	no
b1224	narG	no
b1225	narH	no
b1226	narJ	no
b1227	narI	no
b1228	ychS	yes
b1229	tpr	yes
b1230	tyrV	no
b1231	tyrT	no
b1232	purU	no
b1233	ychJ	yes
b1234	rssA	yes
b1235	rssB	no
b1236	galU	no
b1237	hns	no
b1238	tdk	no
b1241	adhE	no
b1242	ychE	yes
b1243	oppA	no
b1244	oppB	no
b1245	oppC	no
b1246	oppD	no
b1247	oppF	no
b1248	yciU	yes
b1249	clsA	no
b1250	kch	no
b1251	yciI	yes
b1252	tonB	no
b1253	yciA	no
b1254	yciB	yes
b1255	yciC	yes
b1256	ompW	yes
b1257	yciE	yes
b1258	yciF	yes
b1259	yciG	yes
b1260	trpA	no
b1261	trpB	no
b1262	trpC	no
b1263	trpD, trpGD	no
b1264	trpE	no
b1265	trpL	no
b1266	yciV	no
b1267	yciO	yes
b1268	yciQ	yes
b1269	rluB	no
b1270	btuR	no
b1271	yciK	yes
b1272	sohB	yes
b1273	yciN	yes
b1274	topA	no
b1275	cysB	no
b1276	acnA	no
b1277	ribA	no
b1278	pgpB	no
b1279	lapA, yciS	no
b1280	lapB, yciM	no
b1281	pyrF	no
b1282	yciH	yes
b1283	osmB	yes
b1284	yciT	yes
b1285	pdeR, gmr	no
b1286	rnb	no
b1287	yciW	yes
b1288	fabI	no
b1289	ycjD	yes
b1290	sapF	no
b1291	sapD	no
b1292	sapC	no
b1293	sapB	no
b1294	sapA	yes
b1295	ymjA	yes
b1296	puuP	no
b1297	puuA	no
b1298	puuD	no
b1299	puuR	no
b1300	puuC	no
b1301	puuB	no
b1302	puuE	no
b1303	pspF	no
b1304	pspA	no
b1305	pspB	no
b1306	pspC	no
b1307	pspD	yes
b1308	pspE	no
b1309	ycjM	no
b1310	ycjN	yes
b1311	ycjO	yes
b1312	ycjP	yes
b1313	ycjQ	yes
b1314	ycjR	yes
b1315	ycjS	yes
b1316	ycjT	no
b1317	ycjU	no
b1318	ycjV	excluded
b1319	ompG	no
b1320	ycjW	yes
b1321	ycjX	yes
b1322	ycjF	yes
b1323	tyrR	no
b1324	tpx	no
b1325	ycjG	no
b1326	mpaA	no
b1327	ycjY	yes
b1328	pgrR	no
b1329	mppA	no
b1330	ynaI	no
b1331	insH-4, insH6, insH4, insH1	no
b1332	ynaJ	yes
b1333	uspE	yes
b1334	fnr	no
b1335	ogt	no
b1336	abgT	no
b1337	abgB	no
b1338	abgA	no
b1339	abgR	yes
b1340	smrA	yes
b1341	dgcM, ydaM	no
b1342	zntB, ydaN	no
b1343	dbpA	no
b1344	ttcA	no
b1345	intR	yes
b1346	xisR, ydaQ	yes
b1347	rcbA, ydaC	yes
b1348	ralR	no
b1349	recT	no
b1350	recE	no
b1351	racC	yes
b1352	kilR	no
b1353	sieB	yes
b1354		excluded
b1355	ydaG	yes
b1356	racR	no
b1357	ydaS	yes
b1358	ydaT	yes
b1359	ydaU	yes
b1360	ydaV	yes
b1361	ydaW, ydaW'	excluded
b1362	rzpR, rzpR'	excluded
b1363	trkG	no
b1364		excluded
b1365	ynaK	yes
b1366	ydaY, ydaY'	excluded
b1367		excluded
b1368	ynaA, tmpR', tmpR	excluded
b1370	insH-5, insH25, insH5, insH1	no
b1372	stfR	yes
b1373	tfaR	yes
b1374	pinR	yes
b1375	ynaE	yes
b1376	uspF	yes
b1377	ompN	no
b1378	ydbK, pfo	no
b1379	hslJ	yes
b1380	ldhA	no
b1381	ydbH	yes
b1382	ynbE	yes
b1383	ydbL	yes
b1384	feaR	no
b1385	feaB	no
b1386	tynA	no
b1387	paaZ	no
b1388	paaA	no
b1389	paaB	yes
b1390	paaC	no
b1391	paaD	yes
b1392	paaE	no
b1393	paaF	no
b1394	paaG	no
b1395	paaH	no
b1396	paaI	no
b1397	paaJ	no
b1398	paaK	no
b1399	paaX	no
b1400	paaY	no
b1402	insD-2, insD4, insD2, insD1	no
b1403	insC-2, insC4, insC2, insC1	no
b1404	insI-2, insI3, insI1	no
b1406	pdxI, ydbC	no
b1407	ydbD	yes
b1408	ynbA	yes
b1409	ynbB	yes
b1410	ynbC	yes
b1411	ynbD	yes
b1412	azoR	no
b1413	hrpA	no
b1414	ydcF	yes
b1415	aldA	no
b1418	cybB	no
b1419	ydcA	yes
b1420	mokB	yes
b1421	trg	no
b1422	ydcI	no
b1423	ydcJ	yes
b1424	opgD, mdoD	no
b1425		excluded
b1426	ydcH	yes
b1427	rimL	no
b1428	ydcK	yes
b1429	tehA	no
b1430	tehB	no
b1431	ydcL	yes
b1432	insQ	no
b1433	ydcO	yes
b1434	sutR, ydcN	no
b1435	rlhA, ydcP	no
b1436	yncJ	yes
b1437		excluded
b1438	hicB	no
b1439	ydcR	yes
b1440	ydcS	no
b1441	ydcT	yes
b1442	ydcU	yes
b1443	ydcV	yes
b1444	patD, prr	no
b1445	ortT, ydcX	tbd
b1446	ydcY	yes
b1447	ydcZ	yes
b1448	mnaT	no
b1449	curA	no
b1450	mcbR	no
b1451	yncD	yes
b1452	yncE	yes
b1453	ansP	yes
b1454	yncG	yes
b1455	yncH	yes
b1456	rhsE, rhsE'	excluded
b1457	ydcD	yes
b1459	yncI, yncI'	excluded
b1460	ydcC	yes
b1461	pptA	no
b1462	yddH	yes
b1463	nhoA	no
b1464	yddE	yes
b1465	narV	no
b1466	narW	yes
b1467	narY	no
b1468	narZ	no
b1469	narU	no
b1470	yddJ	excluded
b1471	yddK, yddK'	excluded
b1472	yddL, yddL'	excluded
b1473	yddG	no
b1474	fdnG	no
b1475	fdnH	no
b1476	fdnI	no
b1477	yddM	yes
b1478	adhP	no
b1479	maeA	no
b1480	sra	no
b1481	bdm	yes
b1482	osmC	no
b1483	ddpF	yes
b1484	ddpD	yes
b1485	ddpC	yes
b1486	ddpB	yes
b1487	ddpA	yes
b1488	ddpX	no
b1489	dosP	no
b1490	dosC	no
b1491	yddW	yes
b1492	gadC	no
b1493	gadB	no
b1494	pqqL	yes
b1495	yddB	yes
b1496	yddA	yes
b1497	ydeM	yes
b1498	ydeN	yes
b1499	ydeO	no
b1500	safA	no
b1501	ydeP	yes
b1502	ydeQ	yes
b1503	ydeR	yes
b1504	ydeS	yes
b1505	ydeT, ydeT'	excluded
b1506	yneL, yneL'	excluded
b1507	hipA	no
b1508	hipB	no
b1509	ydeU	yes
b1510	ydeK	yes
b1511	lsrK	no
b1512	lsrR	no
b1513	lsrA	no
b1514	lsrC	no
b1515	lsrD	no
b1516	lsrB	no
b1517	lsrF	no
b1518	lsrG	no
b1519	tam	no
b1520	yneE	yes
b1521	uxaB	no
b1522	dgcF, yneF	yes
b1523	yneG	yes
b1524	glsB, glsA2	no
b1525	sad	no
b1526	yneJ	yes
b1527	yneK	yes
b1528	ydeA, sotB	no
b1529	marC	yes
b1530	marR	no
b1531	marA	no
b1532	marB	yes
b1533	eamA	no
b1534	ydeE	yes
b1535	dgcZ	no
b1536	ydeI	yes
b1537	ydeJ	yes
b1538	dcp	no
b1539	ydfG	no
b1540	ydfH, rspR	no
b1541	ydfZ	yes
b1542	ydfI	yes
b1543	ydfJ	no
b1544	ydfK	yes
b1545	pinQ	yes
b1546	tfaQ	yes
b1547	ydfN, stfQ	yes
b1548	nohA, nohQ', nohQ	excluded
b1549	ydfO	yes
b1550	gnsB	yes
b1551	ynfN	yes
b1552	cspI	yes
b1553	rzpQ	yes
b1554	rrrQ	yes
b1555	ydfR	yes
b1556	essQ	yes
b1557	cspB	no
b1558	cspF	yes
b1559	ydfT, quuQ	yes
b1560	ydfU	yes
b1561	rem	yes
b1562	hokD	no
b1563	relE	no
b1564	relB	no
b1565	ydfV	yes
b1566	flxA	yes
b1567	ydfW, intK', intK	excluded
b1568	ydfX, ydfX'	excluded
b1569	dicC	yes
b1570	dicA	no
b1571	ydfA	yes
b1572	ydfB	yes
b1573	ydfC	yes
b1574	dicF	no
b1575	dicB	yes
b1576	ydfD	yes
b1577	ydfE, ydfE'	excluded
b1578	insD-7, insD5', insD8, insD1	no
b1579	intQ, intQ'	excluded
b1580	rspB	yes
b1581	rspA	yes
b1582	ynfA	yes
b1583	ynfB	yes
b1584	speG	no
b1585	ynfC	yes
b1586	ynfD	yes
b1587	ynfE	yes
b1588	ynfF	yes
b1589	ynfG	yes
b1590	ynfH	no
b1591	dmsD	no
b1592	clcB	yes
b1593	ynfK, bioD2	yes
b1594	mlc	no
b1595	ynfL	yes
b1596	ynfM	yes
b1597	asr	no
b1598	ydgD	yes
b1599	mdtI	no
b1600	mdtJ	no
b1601	tqsA	no
b1602	pntB	no
b1603	pntA	no
b1604	ydgH	yes
b1605	ydgI	yes
b1606	folM	no
b1607	ydgC	yes
b1608	rstA	no
b1609	rstB	no
b1610	tus	no
b1611	fumC	no
b1612	fumA	no
b1613	manA	no
b1614	ydgA	yes
b1615	uidC	yes
b1616	uidB	no
b1617	uidA	no
b1618	uidR	no
b1619	hdhA	no
b1620	malI	no
b1621	malX	no
b1622	malY	no
b1623	add	no
b1624	ydgJ	yes
b1625	cnu	no
b1626	ydgK	yes
b1627	rsxA	no
b1628	rsxB	yes
b1629	rsxC	yes
b1630	rsxD	yes
b1631	rsxG	yes
b1632	rsxE	no
b1633	nth	no
b1634	dtpA	no
b1635	gstA	no
b1636	pdxY	no
b1637	tyrS	no
b1638	pdxH	no
b1639	mliC	no
b1640	anmK	no
b1641	slyB	no
b1642	slyA	no
b1643	ydhI	yes
b1644	ydhJ	yes
b1645	ydhK	yes
b1646	sodC	no
b1647	ydhF	yes
b1648	ydhL	yes
b1649	nemR	no
b1650	nemA	no
b1651	gloA	no
b1652	rnt	no
b1653	lhr	yes
b1654	grxD	no
b1655	mepH	no
b1656	sodB	no
b1657	ydhP	yes
b1658	purR	no
b1659	ydhB	yes
b1660	ydhC	yes
b1661	cfa	no
b1662	ribC	no
b1663	mdtK	no
b1664	ydhQ	yes
b1665	valV	no
b1666	valW	no
b1667	ydhR	yes
b1668	ydhS	yes
b1669	ydhT	yes
b1670	ydhU	yes
b1671	ydhX	yes
b1672	ydhW	yes
b1673	ydhV	yes
b1674	ydhY	yes
b1675	fumD, ydhZ	no
b1676	pykF	no
b1677	lpp	no
b1678	ldtE, ynhG	no
b1679	sufE	no
b1680	sufS	no
b1681	sufD	no
b1682	sufC	no
b1683	sufB	no
b1684	sufA	no
b1685	ydiH	yes
b1686	menI	no
b1687	ydiJ	yes
b1688	ydiK	yes
b1689	ydiL	yes
b1690	ydiM	yes
b1691	ydiN	yes
b1692	ydiB	no
b1693	aroD	no
b1694	ydiF	yes
b1695	ydiO	no
b1696	ydiP	yes
b1697	ydiQ	yes
b1698	ydiR	yes
b1699	ydiS	yes
b1700	ydiT	yes
b1701	fadK	no
b1702	ppsA	no
b1703	ppsR	no
b1704	aroH	no
b1705	ydiE	yes
b1706	ydiU	yes
b1707	ydiV, rflP	no
b1708	nlpC	yes
b1709	btuD	no
b1710	btuE	no
b1711	btuC	no
b1712	ihfA	no
b1713	pheT	no
b1714	pheS	no
b1715	pheM	yes
b1716	rplT	no
b1717	rpmI	no
b1718	infC	no
b1719	thrS	no
b1722	ydiY	yes
b1723	pfkB	no
b1724	ydiZ	yes
b1725	yniA	yes
b1726	yniB	yes
b1727	hxpB, yniC	no
b1728	ydjM	yes
b1729	tcyP, ydjN	no
b1730	ydjO	yes
b1731	cedA	no
b1732	katE	no
b1733	chbG	no
b1734	chbF	no
b1735	chbR	no
b1736	chbA	no
b1737	chbC	no
b1738	chbB	no
b1739	osmE	yes
b1740	nadE	no
b1741	cho	no
b1742	ves	yes
b1743	spy	no
b1744	astE	no
b1745	astB	no
b1746	astD	no
b1747	astA	no
b1748	astC	no
b1749	xthA	no
b1750	ydjX	yes
b1751	ydjY	yes
b1752	ydjZ	yes
b1753	ynjA	yes
b1754	ynjB	yes
b1755	ynjC	yes
b1756	ynjD	yes
b1757	ynjE	no
b1758	ynjF	yes
b1759	nudG	no
b1760	ynjH	yes
b1761	gdhA	no
b1762	ynjI	yes
b1763	topB	no
b1764	selD	no
b1765	ydjA	yes
b1766	sppA	no
b1767	ansA	no
b1768	pncA	no
b1769	ydjE	yes
b1770	ydjF	yes
b1771	ydjG	no
b1772	ydjH	yes
b1773	ydjI	yes
b1774	ydjJ	yes
b1775	ydjK	yes
b1776	ydjL	yes
b1777	yeaC	yes
b1778	msrB	no
b1779	gapA	no
b1780	yeaD	yes
b1781	yeaE	no
b1782	mipA	no
b1783	yeaG	no
b1784	yeaH	yes
b1785	cdgI, yeaI	yes
b1786	dgcJ, yeaJ	yes
b1787	yeaK	no
b1788	yoaI	yes
b1789	yeaL	yes
b1790	nimR, yeaM	no
b1791	nimT, yeaN	no
b1792	yeaO	yes
b1793	yoaF	yes
b1794	dgcP, yeaP	no
b1795	yeaQ	yes
b1796	yoaG	yes
b1797	yeaR	yes
b1798	leuE	no
b1799	dmlR	no
b1800	dmlA	no
b1801	yeaV	yes
b1802	yeaW	no
b1803	yeaX	no
b1804	rnd	no
b1805	fadD	no
b1806	yeaY	yes
b1807	tsaB	no
b1808	yoaA	yes
b1809	yoaB	yes
b1810	yoaC	yes
b1811	yoaH	yes
b1812	pabB	no
b1813	nudL	no
b1814	sdaA	no
b1815	pdeD, yoaD	yes
b1816	yoaE	yes
b1817	manX	no
b1818	manY	no
b1819	manZ	no
b1820	yobD	yes
b1821	mntP	no
b1822	rlmA	no
b1823	cspC	no
b1824	yobF	yes
b1825	yebO	yes
b1826	mgrB	no
b1827	kdgR	no
b1828	yebQ	yes
b1829	htpX	no
b1830	prc	no
b1831	proQ	no
b1832	msrC	no
b1833	yebS	yes
b1834	yebT	yes
b1835	rsmF	no
b1836	yebV	yes
b1837	yebW	yes
b1838	pphA	no
b1839	yebY	yes
b1840	yebZ	yes
b1841	yobA	yes
b1842	holE	no
b1843	yobB	yes
b1844	exoX	no
b1845	ptrB	no
b1846	yebE	yes
b1847	yebF	yes
b1848	yebG	yes
b1849	purT	no
b1850	eda	no
b1851	edd	no
b1852	zwf	no
b1853	yebK, hexR	no
b1854	pykA	no
b1855	lpxM	no
b1856	mepM	no
b1857	znuA	no
b1858	znuC	no
b1859	znuB	no
b1860	ruvB	no
b1861	ruvA	no
b1862	yebB	yes
b1863	ruvC	no
b1864	yebC	yes
b1865	nudB	no
b1866	aspS	no
b1867	yecD	yes
b1868	yecE	yes
b1869	yecN	yes
b1870	cmoA	no
b1871	cmoB	no
b1872	torZ	no
b1873	torY	no
b1874	cutC	yes
b1875	yecM	yes
b1876	argS	no
b1877	yecT	yes
b1878	flhE	yes
b1879	flhA	no
b1880	flhB	no
b1881	cheZ	no
b1882	cheY	no
b1883	cheB	no
b1884	cheR	no
b1885	tap	no
b1886	tar	no
b1887	cheW	no
b1888	cheA	no
b1889	motB	no
b1890	motA	no
b1891	flhC	no
b1892	flhD	no
b1893	insB-5, insB8, insB5, insB1	no
b1894	insA-5, insA8, insA5, insA	no
b1895	uspC	no
b1896	otsA	no
b1897	otsB	no
b1900	araG	no
b1901	araF	no
b1902	ftnB	yes
b1903		excluded
b1904	yecR	yes
b1905	ftnA	no
b1906	yecH	yes
b1907	tyrP	no
b1908	yecA	yes
b1909	leuZ	no
b1910	cysT	no
b1911	glyW	no
b1912	pgsA	no
b1913	uvrC	no
b1914	uvrY	no
b1915	yecF	yes
b1916	sdiA	no
b1917	tcyN, yecC	no
b1918	tcyL, yecS	no
b1919	dcyD	no
b1920	tcyJ, fliY	no
b1921	fliZ	no
b1922	fliA	no
b1923	fliC	no
b1924	fliD	no
b1925	fliS	yes
b1926	fliT	yes
b1927	amyA	no
b1928	yedD	yes
b1929	yedE	yes
b1930	yedF	yes
b1931	yedK	yes
b1932	yedL	yes
b1935	yedM	yes
b1936	intG, intG'	excluded
b1937	fliE	no
b1938	fliF	no
b1939	fliG	no
b1940	fliH	no
b1941	fliI	no
b1942	fliJ	no
b1943	fliK	yes
b1944	fliL	no
b1945	fliM	no
b1946	fliN	no
b1947	fliO	no
b1948	fliP	no
b1949	fliQ	no
b1950	fliR	no
b1951	rcsA	no
b1952	dsrB	yes
b1953	yodD	yes
b1954	dsrA	no
b1955	yedP	yes
b1956	dgcQ, yedQ	yes
b1957	yodC	yes
b1958	yedI	yes
b1959	yedA	yes
b1960	vsr	no
b1961	dcm	no
b1962	yedJ	yes
b1963	yedR	yes
b1967	hchA	no
b1968	hprS, yedV	no
b1969	hprR, yedW	no
b1970	yedX, hiuH	no
b1971	msrP, yedY	no
b1972	msrQ, yedZ	no
b1973	zinT	no
b1974	yodB	yes
b1975	serU	no
b1976	mtfA	no
b1977	asnT	no
b1978	yeeJ	yes
b1981	shiA	no
b1982	amn	no
b1983	yeeN	yes
b1984	asnW	no
b1985	yeeO	no
b1986	asnU	no
b1987	cbl	no
b1988	nac	no
b1989	asnV	no
b1990	ldtA, erfK	no
b1991	cobT	no
b1992	cobS	no
b1993	cobU	no
b1994	insH-6, insH8, insH6, insH1	no
b1996	insD-3, insD6, insD3, insD1	no
b1997	insC-3, insC6, insC3, insC1	no
b1999	yeeP, yeeP'	excluded
b2000	flu	no
b2001	yeeR	yes
b2002	yeeS	yes
b2003	yeeT	yes
b2004	cbeA	no
b2005	cbtA	no
b2006	yeeW, yeeW'	excluded
b2007	yeeX	yes
b2008	yeeA	yes
b2009	sbmC	no
b2010	dacD	no
b2011	sbcB	no
b2012	yeeD	yes
b2013	yeeE	yes
b2014	plaP	no
b2015	yeeY	yes
b2016	yeeZ	yes
b2017	yefM	no
b2018	hisL	yes
b2019	hisG	no
b2020	hisD	no
b2021	hisC	no
b2022	hisB	no
b2023	hisH	no
b2024	hisA	no
b2025	hisF	no
b2026	hisI	no
b2027	wzzB	yes
b2028	ugd	no
b2029	gnd	no
b2030	insH-7, insH9, insH7, insH1	no
b2032	wbbK	yes
b2033	wbbJ	yes
b2034	wbbI	no
b2035	wbbH, rfc	yes
b2036	glf	no
b2037	rfbX, wzxB	tbd
b2038	rfbC	no
b2039	rfbA	no
b2040	rfbD	no
b2041	rfbB	no
b2042	galF, wcaN	yes
b2043	wcaM	yes
b2044	wcaL	yes
b2045	wcaK	yes
b2046	wzxC	tbd
b2047	wcaJ	no
b2048	cpsG, manB	no
b2049	cpsB, manC	no
b2050	wcaI	yes
b2051	gmm, wcaH	no
b2052	fcl, wcaG	no
b2053	gmd	no
b2054	wcaF	yes
b2055	wcaE	yes
b2056	wcaD	yes
b2057	wcaC	yes
b2058	wcaB	yes
b2059	wcaA	yes
b2060	wzc	no
b2061	wzb	no
b2062	wza	no
b2063	yegH	yes
b2064	asmA	yes
b2065	dcd	no
b2066	udk	no
b2067	dgcE, yegE	yes
b2068	alkA	no
b2069	yegD	yes
b2070	yegI	yes
b2071	yegJ	yes
b2072	pphC, yegK	no
b2073	yegL	yes
b2074	mdtA	no
b2075	mdtB	no
b2076	mdtC	no
b2077	mdtD, iceT	yes
b2078	baeS	no
b2079	baeR	no
b2080	yegP	yes
b2081	yegQ	yes
b2082	ogrK	yes
b2083	yegZ, yegZ'	excluded
b2084		excluded
b2085	yegR	yes
b2086	yegS	no
b2088	insE-5, insE5, insE1	no
b2089	insF-5, insF5, insF1	no
b2091	gatD	no
b2092	gatC, gatC'	excluded
b2093	gatB	no
b2094	gatA	no
b2095	gatZ	no
b2096	gatY	no
b2097	fbaB	no
b2098	yegT	yes
b2099	yegU	yes
b2100	yegV	yes
b2101	yegW	yes
b2102	yegX	yes
b2103	thiD	no
b2104	thiM	no
b2105	rcnR	no
b2106	rcnA	no
b2107	rcnB	no
b2108	yehA	yes
b2109	yehB	yes
b2110	yehC	yes
b2111	yehD	yes
b2112	yehE	yes
b2113	mrp	yes
b2114	metG	no
b2115	yehF	yes
b2118	yehI	yes
b2119	yehL	yes
b2120	yehM	yes
b2121	yehP	yes
b2122	yehQ, yehQ'	excluded
b2123	yehR	yes
b2124	yehS	yes
b2125	btsR, yehT	no
b2126	btsS, yehU	no
b2127	mlrA	no
b2128	yehW	no
b2129	yehX	no
b2130	yehY	no
b2131	osmF, yehZ	no
b2132	bglX	no
b2133	dld	no
b2134	pbpG	no
b2135	yohC	yes
b2136	yohD	yes
b2137	yohF	yes
b2139	mdtQ, mdtQ'	excluded
b2140	dusC	no
b2141	yohJ	yes
b2142	yohK	yes
b2143	cdd	no
b2144	sanA	yes
b2145	yeiS	yes
b2146	preT	no
b2147	preA	no
b2148	mglC	no
b2149	mglA	no
b2150	mglB	no
b2151	galS	no
b2152	yeiB	yes
b2153	folE	no
b2154	yeiG	no
b2155	cirA	no
b2156	lysP	no
b2157	yeiE	yes
b2158	yeiH	yes
b2159	nfo	no
b2160	yeiI	yes
b2161	nupX	yes
b2162	rihB	no
b2163	yeiL	yes
b2164	psuT	yes
b2165	psuG	no
b2166	psuK	yes
b2167	fruA	no
b2168	fruK	no
b2169	fruB	no
b2170	setB	no
b2171	yeiP	yes
b2172	yeiQ	yes
b2173	yeiR	no
b2174	lpxT	no
b2175	mepS	no
b2176	pdeN, rtn	yes
b2177	yejA	yes
b2178	yejB	yes
b2179	yejE	yes
b2180	yejF	yes
b2181	yejG	yes
b2182	bcr	no
b2183	rsuA	no
b2184	radD, yejH	yes
b2185	rplY	no
b2186	yejK	yes
b2187	yejL	yes
b2188	yejM	yes
b2189	proL	no
b2190	yejO, yejO'	excluded
b2191		excluded
b2192	insH-8, insH11, insH8, insH1	no
b2193	narP	no
b2194	ccmH	no
b2195	ccmG, dsbE	no
b2196	ccmF	no
b2197	ccmE	no
b2198	ccmD	no
b2199	ccmC	no
b2200	ccmB	no
b2201	ccmA	no
b2202	napC	no
b2203	napB	no
b2204	napH	no
b2205	napG	no
b2206	napA	no
b2207	napD	no
b2208	napF	yes
b2209	eco	no
b2210	mqo	no
b2211	yojI	no
b2212	alkB	no
b2213	ada	no
b2214	ftp, apbE	no
b2215	ompC	no
b2216	rcsD	no
b2217	rcsB	no
b2218	rcsC	no
b2219	atoS	no
b2220	atoC	no
b2221	atoD	yes
b2222	atoA	no
b2223	atoE	yes
b2224	atoB	no
b2225	yfaP	yes
b2226	yfaQ	yes
b2229	yfaT	yes
b2230	yfaA	yes
b2231	gyrA	no
b2232	ubiG	no
b2233	yfaL	yes
b2234	nrdA	no
b2235	nrdB	no
b2236	yfaE	no
b2237	inaA	yes
b2238	yfaH, yfaH'	excluded
b2239	glpQ	no
b2240	glpT	no
b2241	glpA	no
b2242	glpB	no
b2243	glpC	no
b2244	rpnE, yfaD	yes
b2245	yfaU, rhmA	no
b2246	yfaV, rhmT	yes
b2247	rhmD	no
b2248	yfaX, rhmR	yes
b2249	yfaY	yes
b2250	yfaZ	yes
b2251	nudI	no
b2252	ais	yes
b2253	arnB	no
b2254	arnC	no
b2255	arnA	no
b2256	arnD	yes
b2257	arnT	no
b2258	arnF	no
b2259	pmrD	yes
b2260	menE	no
b2261	menC	no
b2262	menB	no
b2263	menH	no
b2264	menD	no
b2265	menF	no
b2266	elaB	yes
b2267	elaA	yes
b2268	rbn	no
b2269	elaD	no
b2270	yfbK	yes
b2271	yfbL	yes
b2272	yfbM	yes
b2273	yfbN	yes
b2274	yfbO	yes
b2275	yfbP	yes
b2276	nuoN	no
b2277	nuoM	no
b2278	nuoL	no
b2279	nuoK	no
b2280	nuoJ	no
b2281	nuoI	no
b2282	nuoH	no
b2283	nuoG	no
b2284	nuoF	no
b2285	nuoE	no
b2286	nuoC	no
b2287	nuoB	no
b2288	nuoA	no
b2289	lrhA	no
b2290	alaA	no
b2291	yfbR	no
b2292	yfbS	yes
b2293	hxpA, yfbT	no
b2294	yfbU	yes
b2295	yfbV	yes
b2296	ackA	no
b2297	pta	no
b2298	yfcC	yes
b2299	yfcD	yes
b2300	yfcE	no
b2301	yfcF	no
b2302	yfcG	no
b2303	folX	no
b2304	yfcH	yes
b2305	rpnB, yfcI	yes
b2306	hisP	no
b2307	hisM	no
b2308	hisQ	no
b2309	hisJ	no
b2310	argT	no
b2311	ubiX	no
b2312	purF	no
b2313	cvpA	yes
b2314	dedD	no
b2315	folC	no
b2316	accD	no
b2317	dedA	yes
b2318	truA	no
b2319	usg	yes
b2320	pdxB	no
b2321	flk	yes
b2322	yfcJ	yes
b2323	fabB	no
b2324	mnmC	no
b2325	yfcL	yes
b2326	epmC	no
b2327	yfcA	yes
b2328	mepA	no
b2329	aroC	no
b2330	prmB	no
b2331	smrB, yfcN	yes
b2332	yfcO	yes
b2333	yfcP	yes
b2334	yfcQ	yes
b2335	yfcR	yes
b2336	yfcS	yes
b2339	yfcV	yes
b2340	sixA	no
b2341	fadJ	no
b2342	fadI	no
b2343	yfcZ	yes
b2344	fadL	no
b2345	yfdF	yes
b2346	mlaA	tbd
b2347	yfdC	yes
b2348	argW	no
b2349	intS	yes
b2350	yfdG, gtrA	yes
b2351	yfdH, gtrB	yes
b2352	yfdI, gtrS	yes
b2353	tfaS, tfaS'	excluded
b2354	yfdK	yes
b2355	yfdL, yfdL'	excluded
b2356	yfdM, yfdM'	excluded
b2357	yfdN	yes
b2358	yfdO, oweS', oweS	excluded
b2359	yfdP	yes
b2360	yfdQ	yes
b2361	yfdR	no
b2362	yfdS	yes
b2363	yfdT	yes
b2364	dsdC	no
b2365	dsdX	no
b2366	dsdA	no
b2367	emrY	yes
b2368	emrK	yes
b2369	evgA	no
b2370	evgS	no
b2371	yfdE	no
b2372	yfdV	yes
b2373	oxc	no
b2374	frc	no
b2375	yfdX	yes
b2376	ypdI	yes
b2377	yfdY	yes
b2378	lpxP	no
b2379	alaC	no
b2380	ypdA	no
