locus_id	primary_name	yome
b2381	ypdB	no
b2382	ypdC	yes
b2383	fryA	yes
b2384	ypdE	no
b2385	ypdF	no
b2386	fryC	yes
b2387	fryB	yes
b2388	glk	no
b2389	yfeO	yes
b2390	ypeC	yes
b2392	mntH	no
b2393	nupC	no
b2394	insL-3, insL3, insL1	no
b2395	pdeA, yfeA	yes
b2396	alaX	no
b2397	alaW	no
b2398	yfeC	yes
b2399	yfeD	yes
b2400	gltX	no
b2401	valU	no
b2402	valX	no
b2403	valY	no
b2404	lysV	no
b2405	xapR	no
b2406	xapB	no
b2407	xapA	no
b2408	yfeN	yes
b2409	yfeR	yes
b2410	yfeH	yes
b2411	ligA	no
b2412	zipA	no
b2413	cysZ	no
b2414	cysK	no
b2415	ptsH	no
b2416	ptsI	no
b2417	crr	no
b2418	pdxK	no
b2419	yfeK	yes
b2420	yfeS	yes
b2421	cysM	no
b2422	cysA	no
b2423	cysW	no
b2424	cysU	no
b2425	cysP	no
b2426	ucpA	yes
b2427	murR	no
b2428	murQ	no
b2429	murP	no
b2430	yfeW	no
b2431	yfeX	no
b2432	yfeY	yes
b2433	yfeZ	yes
b2434	ypeA	yes
b2435	amiA	no
b2436	hemF	no
b2437	eutR	yes
b2438	eutK	yes
b2439	eutL	yes
b2440	eutC	no
b2441	eutB	no
b2442	intZ	yes
b2443	yffL	yes
b2444	yffM	yes
b2445	yffN	yes
b2446	yffO	yes
b2447	yffP	yes
b2448	yffQ	yes
b2449	yffR	yes
b2450	yffS	yes
b2451	eutA	no
b2452	eutH	yes
b2453	eutG	yes
b2454	eutJ	yes
b2455	eutE	yes
b2456	eutN	yes
b2457	eutM	yes
b2458	eutD	no
b2459	eutT	yes
b2460	eutQ	yes
b2461	eutP	yes
b2462	eutS	yes
b2463	maeB	no
b2464	talA	no
b2465	tktB	no
b2466	ypfG	yes
b2467	nudK	no
b2468	aegA	yes
b2469	narQ	no
b2470	acrD	no
b2471	yffB	yes
b2472	dapE	no
b2473	ypfH	no
b2474	tmcA	no
b2475	ypfJ	yes
b2476	purC	no
b2477	bamC	no
b2478	dapA	no
b2479	gcvR	no
b2480	bcp	no
b2481	hyfA	no
b2482	hyfB	no
b2483	hyfC	no
b2484	hyfD	no
b2485	hyfE	no
b2486	hyfF	no
b2487	hyfG	no
b2488	hyfH	no
b2489	hyfI	no
b2490	hyfJ	yes
b2491	hyfR	no
b2492	focB	yes
b2493	yfgO, perM	yes
b2494	bepA	no
b2495	yfgD	yes
b2496	hda	no
b2497	uraA	no
b2498	upp	no
b2499	purM	no
b2500	purN	no
b2501	ppk	no
b2502	ppx	no
b2503	pdeF, yfgF	no
b2504	yfgG	yes
b2505	yfgH	yes
b2506	yfgI	yes
b2507	guaA	no
b2508	guaB	no
b2509	xseA	no
b2510	yfgJ	yes
b2511	der	no
b2512	bamB	no
b2513	yfgM	no
b2514	hisS	no
b2515	ispG	no
b2516	rodZ	no
b2517	rlmN	no
b2518	ndk	no
b2519	pbpC	no
b2520	yfhM	no
b2521	sseA	no
b2522	sseB	yes
b2523	pepB	no
b2524	iscX	no
b2525	fdx	no
b2526	hscA	no
b2527	hscB	no
b2528	iscA	no
b2529	iscU	no
b2530	iscS	no
b2531	iscR	no
b2532	trmJ	no
b2533	suhB	no
b2534	yfhR	yes
b2535	csiE	yes
b2536	hcaT	yes
b2537	hcaR	no
b2538	hcaE	no
b2539	hcaF	no
b2540	hcaC	no
b2541	hcaB	no
b2542	hcaD	no
b2543	yphA	yes
b2544	yphB	yes
b2545	yphC	yes
b2546	yphD	yes
b2547	yphE	yes
b2548	yphF	yes
b2549	yphG	yes
b2550	yphH	yes
b2551	glyA	no
b2552	hmp	no
b2553	glnB	no
b2554	glrR	no
b2555	qseG, yfhG	no
b2556	glrK	no
b2557	purL	no
b2558	mltF	no
b2559	tadA	no
b2560	pgpC	no
b2561	yfhH	yes
b2562	yfhL	yes
b2563	acpS	no
b2564	pdxJ	no
b2565	recO	no
b2566	era	no
b2567	rnc	no
b2568	lepB	no
b2569	lepA	no
b2570	rseC	yes
b2571	rseB	no
b2572	rseA	no
b2573	rpoE	no
b2574	nadB	no
b2575	yfiC, trmN	no
b2576	srmB	no
b2577	yfiE	yes
b2578	eamB	no
b2579	grcA	no
b2580	ung	no
b2581	yfiF	yes
b2582	trxC	no
b2583	yfiP	yes
b2584	patZ, pka	no
b2585	pssA	no
b2586	yfiM	yes
b2587	kgtP	no
b2588	rrfG	no
b2589	rrlG	no
b2590	gltW	no
b2591	rrsG	no
b2592	clpB	no
b2593	pgeF, yfiH	no
b2594	rluD	no
b2595	bamD	no
b2596		excluded
b2597	raiA	no
b2598	pheL	no
b2599	pheA	no
b2600	tyrA	no
b2601	aroF	no
b2602	yfiL	yes
b2603	yfiR	yes
b2604	dgcN, yfiN	no
b2605	yfiB	yes
b2606	rplS	no
b2607	trmD	no
b2608	rimM	no
b2609	rpsP	no
b2610	ffh	no
b2611	ypjD	yes
b2614	grpE	no
b2615	nadK	no
b2616	recN	no
b2617	bamE	no
b2618	yfjF, ratB	yes
b2619	ratA	no
b2620	smpB	no
b2621	ssrA	no
b2622	intA	no
b2623	yfjH	yes
b2624	alpA	yes
b2625	yfjI	yes
b2626	yfjJ	yes
b2627	abpB, yfjK	yes
b2628	abpA, yfjL	yes
b2629	yfjM	yes
b2630	rnlA	no
b2631	rnlB	no
b2632	yfjP	yes
b2633	yfjQ	yes
b2634	yfjR	yes
b2635	ypjK	yes
b2636	yfjS	yes
b2637	yfjT	yes
b2638	yfjU, yfjU'	excluded
b2641	yfjV, yfjV'	excluded
b2642	yfjW	yes
b2643	yfjX	yes
b2644	yfjY	yes
b2645	yfjZ	yes
b2646	ypjF	yes
b2647	ypjA	yes
b2648	pinH, pinH'	excluded
b2649	ypjB	yes
b2650	ypjC, ypjC'	excluded
b2651		excluded
b2652	ileY	no
b2653		excluded
b2659	csiD	no
b2660	lhgO	no
b2661	gabD	no
b2662	gabT	no
b2663	gabP	no
b2664	csiR	no
b2665	kbp, ygaU	no
b2666	yqaE	yes
b2667	ygaV	yes
b2668	ygaP	no
b2669	stpA	no
b2670	alaE	no
b2671	ygaC	yes
b2672	ygaM	yes
b2673	nrdH	no
b2674	nrdI	no
b2675	nrdE	no
b2676	nrdF	no
b2677	proV	no
b2678	proW	no
b2679	proX	no
b2681	ygaY, ygaY'	excluded
b2682	ygaZ	no
b2683	ygaH	no
b2684	mprA	no
b2685	emrA	no
b2686	emrB	no
b2687	luxS	no
b2688	gshA	no
b2689	yqaA	yes
b2690	yqaB	no
b2691	argQ	no
b2692	argZ	no
b2693	argY	no
b2694	argV	no
b2695	serV	no
b2696	csrA	no
b2697	alaS	no
b2698	recX	no
b2699	recA	no
b2700	pncC	no
b2701	mltB	no
b2702	srlA	no
b2703	srlE	no
b2704	srlB	no
b2705	srlD	no
b2706	gutM, srlM	no
b2707	srlR	no
b2708	gutQ, srlQ	no
b2709	norR	no
b2710	norV	no
b2711	norW	no
b2712	hypF	no
b2713	hydN	yes
b2714	ascG	no
b2715	ascF	excluded
b2716	ascB	no
b2717	hycI	no
b2718	hycH	no
b2719	hycG	no
b2720	hycF	no
b2721	hycE	no
b2722	hycD	no
b2723	hycC	no
b2724	hycB	no
b2725	hycA	yes
b2726	hypA	no
b2727	hypB	no
b2728	hypC	no
b2729	hypD	no
b2730	hypE	no
b2731	fhlA	no
b2732	ygbA	yes
b2733	mutS	no
b2734	pphB	no
b2735	ygbI	yes
b2736	ygbJ, ltnD	yes
b2737	ygbK, otnK	yes
b2738	ygbL, otnC	yes
b2739	ygbM, otnI	yes
b2740	ygbN	yes
b2741	rpoS	no
b2742	nlpD	no
b2743	pcm	no
b2744	umpG, surE	no
b2745	truD	no
b2746	ispF	no
b2747	ispD	no
b2748	ftsB	no
b2749	ygbE	yes
b2750	cysC	no
b2751	cysN	no
b2752	cysD	no
b2753	iap	no
b2754	cas2, ygbF	no
b2755	cas1, ygbT	no
b2756	casE	no
b2757	casD	no
b2758	casC	no
b2759	casB	no
b2760	casA	no
b2761	cas3, ygcB	no
b2762	cysH	no
b2763	cysI	no
b2764	cysJ	no
b2765	queD	no
b2766	ygcN	yes
b2767	ygcO	yes
b2768	ygcP	yes
b2769	ygcQ	yes
b2770	ygcR	yes
b2771	ygcS	yes
b2774	ygcW	yes
b2775	yqcE	yes
b2776	ygcE	yes
b2777	queE	yes
b2778	ygcG	yes
b2779	eno	no
b2780	pyrG	no
b2781	mazG	no
b2782	mazF	no
b2783	mazE	no
b2784	relA	no
b2785	rlmD	no
b2786	barA	no
b2787	gudD	no
b2788	gudX	yes
b2789	gudP	yes
b2790	yqcA	yes
b2791	truC	no
b2792	yqcC	yes
b2793	syd	no
b2794	queF	no
b2795	ppnN, ygdH	no
b2796	sdaC	no
b2797	sdaB	no
b2798	ygdG	no
b2799	fucO	no
b2800	fucA	no
b2801	fucP	no
b2802	fucI	no
b2803	fucK	no
b2804	fucU	no
b2805	fucR	no
b2806	rlmM	no
b2807	ygdD	yes
b2808	gcvA	no
b2809	ygdI	yes
b2810	csdA	no
b2811	csdE	no
b2812	tcdA	no
b2813	mltA	no
b2814	metZ	no
b2815	metW	no
b2816	metV	no
b2817	amiC	no
b2818	argA	no
b2819	recD	no
b2820	recB	no
b2821	ptrA	no
b2822	recC	no
b2823	ppdC	yes
b2824	ygdB	yes
b2825	ppdB	yes
b2826	ppdA	yes
b2827	thyA	no
b2828	lgt	no
b2829	ptsP	no
b2830	rppH	no
b2831	mutH	no
b2832	ygdQ	yes
b2833	ygdR	yes
b2834	tas	yes
b2835	lplT	no
b2836	aas	no
b2837	galR	no
b2838	lysA	no
b2839	lysR	no
b2840	ygeA	no
b2841	araE	no
b2842	kduD	no
b2843	kduI	no
b2844	yqeF	no
b2845	yqeG	yes
b2846	yqeH	yes
b2847	yqeI	yes
b2848	yqeJ	yes
b2849	yqeK	yes
b2850	ygeF, ygeF'	excluded
b2851	ygeG	yes
b2852	ygeH	yes
b2853	ygeI	yes
b2854	pbl, pbl'	excluded
b2855	ygeK	excluded
b2856	ygeL, ygeK', ygeK	excluded
b2858	ygeN, ygeN'	excluded
b2859	ygeO, ygeO'	excluded
b2860	insD-4, insD8, insD4, insD1	no
b2861	insC-4, insC8, insC4, insC1	no
b2862	ygeP	excluded
b2863	ygeQ, ygeQ'	excluded
b2864	glyU	no
b2865	ygeR	yes
b2866	xdhA	yes
b2867	xdhB	yes
b2868	xdhC	yes
b2869	ygeV	yes
b2870	ygeW	yes
b2871	ygeX	no
b2872	ygeY	yes
b2873	hyuA	no
b2874	yqeA	yes
b2875	yqeB	yes
b2876	yqeC	yes
b2877	mocA	no
b2878	ygfK	yes
b2879	ssnA	yes
b2880	ygfM	yes
b2881	xdhD	yes
b2882	xanQ	no
b2883	guaD	no
b2886	ygfS	yes
b2887	ygfT	yes
b2888	uacT	no
b2889	idi	no
b2890	lysS	no
b2891	prfB	no
b2892	recJ	no
b2893	dsbC	no
b2894	xerD	no
b2895	fldB	yes
b2896	ygfX, cptA	no
b2897	sdhE	no
b2898	ygfZ	yes
b2899	yqfA	yes
b2900	yqfB	yes
b2901	bglA	no
b2902	ygfF	yes
b2903	gcvP	no
b2904	gcvH	no
b2905	gcvT	no
b2906	ubiI	no
b2907	ubiH	no
b2908	pepP	no
b2909	ygfB	yes
b2910	zapA	no
b2911	ssrS	no
b2912	fau, ygfA	no
b2913	serA	no
b2914	rpiA	no
b2915	yqfE, yqfE'	excluded
b2916	argP	no
b2917	scpA	no
b2918	argK	no
b2919	scpB	no
b2920	scpC	no
b2921	ygfI	yes
b2922	yggE	yes
b2923	argO	no
b2924	mscS	no
b2925	fbaA	no
b2926	pgk	no
b2927	epd	no
b2928	yggC	yes
b2929	fumE, yggD	no
b2930	yggF	no
b2933	cmtA	no
b2934	cmtB	yes
b2935	tktA	no
b2936	loiP	no
b2937	speB	no
b2938	speA	no
b2939	yqgB	yes
b2940	yqgC	yes
b2941	yqgD	yes
b2942	metK	no
b2943	galP	no
b2944	yggI, sprT	yes
b2945	endA	no
b2946	rsmE	no
b2947	gshB	no
b2948	yqgE	yes
b2949	yqgF	no
b2950	yggR	yes
b2951	yggS	no
b2952	yggT	yes
b2953	yggU	yes
b2954	rdgB	no
b2955	yggW	yes
b2956	yggM	yes
b2957	ansB	no
b2958	yggN	yes
b2959	yggL	yes
b2960	trmI, trmB	no
b2961	mutY	no
b2962	yggX	yes
b2963	mltC	no
b2964	nupG	no
b2965	speC	no
b2966	yqgA	yes
b2967	pheV	no
b2968	yghD	yes
b2969	yghE, yghE'	excluded
b2970	yghF, yghF'	excluded
b2971	yghG	yes
b2972	pppA	yes
b2975	glcA	no
b2976	glcB	no
b2977	glcG	yes
b2979	glcD	yes
b2980	glcC	no
b2981	yghO, yghO'	excluded
b2982	insH-9, insH15, insH9, insH1	no
b2983	yghQ	yes
b2984	yghR	yes
b2985	yghS	yes
b2986	yghT	yes
b2987	pitB	no
b2988	gss	no
b2989	yghU	no
b2990	hybG	no
b2991	hybF	no
b2992	hybE	yes
b2993	hybD	yes
b2994	hybC	no
b2995	hybB	no
b2996	hybA	no
b2997	hybO	no
b2998	yghW	yes
b3001	gpr	no
b3002	yqhA	yes
b3003	yghA	no
b3004		excluded
b3005	exbD	no
b3006	exbB	no
b3007		excluded
b3008	metC	no
b3009	yghB	no
b3010	yqhC	no
b3011	yqhD	no
b3012	dkgA	no
b3013	yqhG	yes
b3014	yqhH	yes
b3017	ftsP	no
b3018	plsC	no
b3019	parC	no
b3020	ygiS	no
b3021	mqsA	no
b3022	mqsR	no
b3023	ygiV	no
b3024	ygiW	yes
b3025	qseB	no
b3026	qseC	no
b3027	ygiZ	yes
b3028	mdaB	no
b3029	ygiN	yes
b3030	parE	no
b3031	yqiA	no
b3032	cpdA	no
b3033	yqiB	yes
b3034	nudF	no
b3035	tolC	no
b3036	ygiA	yes
b3037	ygiB	yes
b3038	ygiC	yes
b3039	ygiD	no
b3040	zupT	no
b3041	ribB	no
b3042	ubiK, yqiC	yes
b3043	ygiL	yes
b3044	insC-5, insC9, insC5, insC1	no
b3045	insD-5, insD9, insD5, insD1	no
b3046	yqiG, yqiG'	excluded
b3047	yqiH	yes
b3048	yqiI	yes
b3049	glgS	yes
b3050	yqiJ	yes
b3051	yqiK	yes
b3052	rfaE, hldE	no
b3053	glnE	no
b3054	ygiF	no
b3055	ygiM	yes
b3056	cca	no
b3057	bacA, uppP	no
b3058	folB	no
b3059	plsY	yes
b3060	ttdR	no
b3061	ttdA	no
b3062	ttdB	no
b3063	ttdT	no
b3064	tsaD	no
b3065	rpsU	no
b3066	dnaG	no
b3067	rpoD	no
b3068	mug	no
b3069	ileX	no
b3070	nfeF, yqjH	no
b3071	nfeR, yqjI	no
b3072	aer	no
b3073	patA	no
b3074	ygjH	yes
b3075	ebgR	no
b3076	ebgA	excluded
b3077	ebgC	tbd
b3078	ygjI	yes
b3079	ygjJ	yes
b3080	ygjK	no
b3081	fadH	no
b3082	higA	no
b3083	higB	no
b3084	rlmG	no
b3085	ygjP	yes
b3086	ygjQ	yes
b3087	ygjR	yes
b3088	alx	yes
b3089	sstT	no
b3090	ygjV	yes
b3091	uxaA	no
b3092	uxaC	no
b3093	exuT	no
b3094	exuR	no
b3095	yqjA	no
b3096	mzrA	no
b3097	yqjC	yes
b3098	yqjD	yes
b3099	yqjE	yes
b3100	yqjK	yes
b3101	yqjF	yes
b3102	yqjG	no
b3103	yhaH	yes
b3104	yhaI	yes
b3105	yhaJ	no
b3106	yhaK	yes
b3107	yhaL	yes
b3110	cyuP, yhaO, dlsT	yes
b3113	tdcF	yes
b3114	tdcE	no
b3115	tdcD	no
b3116	tdcC	no
b3117	tdcB	no
b3118	tdcA	no
b3119	tdcR	no
b3120	yhaB	yes
b3121	yhaC	yes
b3123	rnpB	no
b3124	garK	no
b3125	garR	no
b3126	garL	no
b3127	garP	no
b3128	garD	no
b3129	prlF	no
b3130	yhaV	no
b3131	agaR	no
b3132	kbaZ	no
b3133	agaV	excluded
b3134	agaW, agaW'	excluded
b3135	agaA, agaA'	excluded
b3136	agaS	yes
b3137	kbaY	no
b3138	agaB	excluded
b3139	agaC	excluded
b3140	agaD	no
b3141	agaI	yes
b3142	yraH	yes
b3143	yraI	yes
b3144	yraJ	yes
b3145	yraK	yes
b3146	rsmI	no
b3147	lpoA	no
b3148	yraN	yes
b3149	diaA	no
b3150	yraP	yes
b3151	yraQ	yes
b3152	yraR	yes
b3153	yhbO	no
b3154	yhbP	yes
b3155	yhbQ	no
b3156	yhbS	yes
b3157	yhbT	yes
b3158	yhbU	yes
b3159	yhbV	yes
b3160	yhbW	yes
b3161	mtr	no
b3162	deaD	no
b3163	nlpI	no
b3164	pnp	no
b3165	rpsO	no
b3166	truB	no
b3167	rbfA	no
b3168	infB	no
b3169	nusA	no
b3170	rimP	no
b3171	metY	no
b3172	argG	no
b3173	yhbX	yes
b3174	leuU	no
b3175	secG	no
b3176	glmM	no
b3177	folP	no
b3178	ftsH	no
b3179	rlmE	no
b3180	yhbY	no
b3181	greA	no
b3182	dacB	no
b3183	obgE	no
b3184	yhbE	yes
b3185	rpmA	no
b3186	rplU	no
b3187	ispB	no
b3188	sfsB	yes
b3189	murA	no
b3190	ibaG	no
b3191	mlaB	no
b3192	mlaC	tbd
b3193	mlaD	no
b3194	mlaE	no
b3195	mlaF	no
b3196	yrbG	yes
b3197	kdsD	no
b3198	kdsC	no
b3199	lptC	no
b3200	lptA	no
b3201	lptB	no
b3202	rpoN	no
b3203	hpf	no
b3204	ptsN	no
b3205	rapZ, yhbJ	no
b3206	npr, ptsO	no
b3207	yrbL	yes
b3208	mtgA	no
b3209	elbB	no
b3210	arcB	no
b3211	yhcC	yes
b3212	gltB	no
b3213	gltD	no
b3214	gltF	yes
b3215	yhcA	yes
b3216	yhcD	yes
b3218	insH-10, insH18, insH10, insH1	no
b3219	yhcF	yes
b3220	yhcG	yes
b3221	yhcH	yes
b3222	nanK	no
b3223	nanE	yes
b3224	nanT	no
b3225	nanA	no
b3226	nanR	no
b3227	dcuD	yes
b3228	sspB	no
b3229	sspA	no
b3230	rpsI	no
b3231	rplM	no
b3232	zapE	no
b3233	yhcB	yes
b3234	degQ	no
b3235	degS	no
b3236	mdh	no
b3237	argR	no
b3238	yhcN	yes
b3239	yhcO	yes
b3240	aaeB	no
b3241	aaeA	no
b3242	aaeX	yes
b3243	aaeR	no
b3244	tldD	yes
b3247	rng	no
b3248	yhdE	no
b3249	mreD	yes
b3250	mreC	no
b3251	mreB	no
b3252	csrD	no
b3253	yhdH, acuI	no
b3254		excluded
b3255	accB	no
b3256	accC	no
b3257	yhdT	yes
b3258	panF	no
b3259	prmA	no
b3260	dusB	no
b3261	fis	no
b3262	yhdJ	no
b3263	yhdU	yes
b3264	envR, acrS	no
b3265	acrE	no
b3266	acrF	no
b3267	yhdV	yes
b3268	yhdW, yhdW'	excluded
b3269	yhdX	yes
b3270	yhdY	yes
b3271	yhdZ	yes
b3272	rrfF	no
b3273	thrV	no
b3274	rrfD	no
b3275	rrlD	no
b3276	alaU	no
b3277	ileU	no
b3278	rrsD	no
b3279	yrdA	yes
b3280	yrdB	yes
b3281	aroE	no
b3282	tsaC	no
b3283	yrdD	yes
b3284	smg	yes
b3287	def	no
b3288	fmt	no
b3289	rsmB	no
b3290	trkA	no
b3291	mscL	no
b3292	zntR	no
b3293	yhdN	yes
b3294	rplQ	no
b3295	rpoA	no
b3296	rpsD	no
b3297	rpsK	no
b3298	rpsM	no
b3299	rpmJ	no
b3300	secY	no
b3301	rplO	no
b3302	rpmD	no
b3303	rpsE	no
b3304	rplR	no
b3305	rplF	no
b3306	rpsH	no
b3307	rpsN	no
b3308	rplE	no
b3309	rplX	no
b3310	rplN	no
b3311	rpsQ	no
b3312	rpmC	no
b3313	rplP	no
b3314	rpsC	no
b3315	rplV	no
b3316	rpsS	no
b3317	rplB	no
b3318	rplW	no
b3319	rplD	no
b3320	rplC	no
b3321	rpsJ	no
b3322	gspB	yes
b3323	gspA	yes
b3324	gspC	tbd
b3325	gspD	tbd
b3326	gspE	tbd
b3327	gspF	tbd
b3328	gspG	tbd
b3329	gspH	tbd
b3330	gspI	tbd
b3331	gspJ	tbd
b3332	gspK	tbd
b3333	gspL	tbd
b3334	gspM	tbd
b3335	gspO	no
b3336	bfr	no
b3337	bfd	yes
b3338	chiA	no
b3339	tufA	no
b3340	fusA	no
b3341	rpsG	no
b3342	rpsL	no
b3343	tusB	no
b3344	tusC	no
b3345	tusD	no
b3346	yheO	yes
b3347	fkpA	no
b3348	slyX	yes
b3349	slyD	no
b3350	kefB	no
b3351	kefG	yes
b3352	yheS	yes
b3353	yheT	yes
b3354	yheU	yes
b3355	prkB	yes
b3356	yhfA	yes
b3357	crp	no
b3358	yhfK	yes
b3359	argD	no
b3360	pabA	no
b3361	fic	yes
b3362	yhfG	yes
b3363	ppiA	no
b3364	tsgA	yes
b3365	nirB	no
b3366	nirD	no
b3367	nirC	no
b3368	cysG	no
b3369	yhfL	yes
b3370	frlA	yes
b3371	frlB	no
b3374	frlD	no
b3375	frlR	yes
b3376	yhfS	yes
b3377	yhfT	yes
b3378	yhfU	yes
b3379	php	yes
b3380	yhfW	yes
b3381	yhfX	yes
b3382	yhfY	yes
b3383	yhfZ	yes
b3384	trpS	no
b3385	gph	no
b3386	rpe	no
b3387	dam	no
b3388	damX	no
b3389	aroB	no
b3390	aroK	no
b3391	hofQ	yes
b3392	hofP	yes
b3393	hofO	yes
b3394	hofN	yes
b3395	hofM	yes
b3396	mrcA	no
b3397	nudE	no
b3398	igaA, yrfF	yes
b3399	yrfG	no
b3400	hslR	no
b3401	hslO	no
b3402	yhgE	yes
b3403	pck, pckA	no
b3404	envZ	no
b3405	ompR	no
b3406	greB	no
b3407	yhgF	yes
b3408	feoA	no
b3409	feoB	no
b3410	feoC	yes
b3411	rpnA, yhgA	no
b3412	bioH	no
b3413	yhgH, gntX	yes
b3414	nfuA	no
b3415	gntT	no
b3416	malQ	no
b3417	malP	no
b3418	malT	no
b3421	rtcB	no
b3422	rtcR	no
b3423	glpR, glpR'	no
b3424	glpG	no
b3425	glpE	no
b3426	glpD	no
b3427	yzgL, yzgL'	excluded
b3428	glgP	no
b3429	glgA	no
b3430	glgC	no
b3431	glgX	no
b3432	glgB	no
b3433	asd	no
b3434	yhgN	yes
b3437	gntK	no
b3438	gntR	no
b3439	yhhW	no
b3440	yhhX	yes
b3441	yhhY, aaaT	no
b3442	yhhZ	yes
b3443	yrhA, yrhA'	excluded
b3444	insA-6, insA5, insA6, insA	no
b3445	insB-6, insB5, insB6, insB1	no
b3446	yrhB	yes
b3447	ggt	no
b3448	yhhA	yes
b3449	ugpQ	no
b3450	ugpC	no
b3451	ugpE	no
b3452	ugpA	no
b3453	ugpB	no
b3454	livF	no
b3455	livG	no
b3456	livM	no
b3457	livH	no
b3458	livK	no
b3459	panZ, panM	no
b3460	livJ	no
b3461	rpoH	no
b3462	ftsX	no
b3463	ftsE	no
b3464	ftsY	no
b3465	rsmD	no
b3466	yhhL	yes
b3467	yhhM	yes
b3468	yhhN	yes
b3469	zntA	no
b3470	tusA	no
b3471	yhhQ	no
b3472	dcrB	yes
b3473	yhhS	yes
b3474	yhhT	yes
b3475	acpT	no
b3476	nikA	no
b3477	nikB	no
b3478	nikC	no
b3479	nikD	no
b3480	nikE	no
b3481	nikR	no
b3482	rhsB	yes
b3483	yhhH	yes
b3484	yhhI	yes
b3485	yhhJ	yes
b3486	rbbA	no
b3487	yhiI	yes
b3488	yhiJ	yes
b3490		yes
b3491	yhiM	yes
b3492	yhiN	yes
b3493	pitA	no
b3494	uspB	yes
b3495	uspA	no
b3496	dtpB	no
b3497	rsmJ	no
b3498	prlC	no
b3499	rlmJ	no
b3500	gor	no
b3501	arsR	no
b3502	arsB	no
b3503	arsC	no
b3504	yhiS, yhiS'	excluded
b3505	insH-11, insH20, insH11, insH1	no
b3506	slp	no
b3507	dctR	yes
b3508	yhiD	yes
b3509	hdeB	no
b3510	hdeA	no
b3511	hdeD	yes
b3512	gadE	no
b3513	mdtE	no
b3514	mdtF	no
b3515	gadW	no
b3516	gadX	no
b3517	gadA	no
b3518	ccp, yhjA	no
b3519	treF	no
b3520	yhjB	yes
b3521	yhjC	yes
b3522	yhjD	yes
b3523	yhjE	yes
b3524	yhjG	yes
b3525	pdeH, yhjH	no
b3526	kdgK	no
b3527	yhjJ	yes
b3528	dctA	no
b3529	pdeK, yhjK	yes
b3530	bcsC	yes
b3531	bcsZ	no
b3532	bcsB	no
b3533	bcsA	no
b3534	bcsQ, bcsQ'	excluded
b3535	yhjR	yes
b3536	bcsE	no
b3537	bcsF	yes
b3538	bcsG	tbd
b3539	yhjV	yes
b3540	dppF	no
b3541	dppD	no
b3542	dppC	no
b3543	dppB	no
b3544	dppA	no
b3545	proK	no
b3546	eptB	no
b3547	yhjX	yes
b3548	yhjY	yes
b3549	tag	no
b3550	yiaC	yes
b3551	bisC	no
b3552	yiaD	yes
b3553	ghrB	no
b3554	yiaF	yes
b3555	yiaG	yes
b3556	cspA	no
b3557	insJ	no
b3558	insK	no
b3559	glyS	no
b3560	glyQ	no
b3561	wecH	no
b3562	yiaA	yes
b3563	yiaB	yes
b3564	xylB	no
b3565	xylA	no
b3566	xylF	no
b3567	xylG	no
b3568	xylH	no
b3569	xylR	no
b3570	bax	yes
b3571	malS	no
b3572	avtA	no
b3573	ysaA	yes
b3574	yiaJ	no
b3575	yiaK, dlgD	no
b3576	yiaL	yes
b3577	yiaM	no
b3578	yiaN	no
b3579	yiaO	no
b3580	lyxK, lyx	no
b3581	sgbH	no
b3582	sgbU	yes
b3583	sgbE	no
b3584	yiaT	yes
b3585	yiaU	yes
b3586	yiaV	yes
b3587	yiaW	yes
b3588	aldB	no
b3589	yiaY	no
b3590	selB	no
b3591	selA	no
b3592	yibF	yes
b3593	rhsA	yes
b3594	yibA	yes
b3595	yibJ, rhsJ', rhsJ	excluded
b3596	yibG	yes
b3597	yibH	yes
b3598	yibI	yes
b3599	mtlA	no
b3600	mtlD	no
b3601	mtlR	no
b3602	yibL	yes
